1027.180054,1081.780029,992.559998,12182200,1037.780029
1048,1104.670044,1040.927979,8403600,1094.800049
1090.569946,1133.969971,1088.52002,5514200,1126.790039
1127.800049,1144.040039,1048.11499,10003300,1078.920044
1075.140015,1160.800049,1069,7510600,1160.040039
1163.849976,1177.050049,1131.959961,9858300,1135.72998
1120.01001,1121.98999,1021.219971,11340400,1021.570007
1046,1064.838989,980.640015,11856500,1031.790039
1022.820007,1042.790039,990.369995,10549600,1007.039978
1016.799988,1046.420044,1011.340027,7790000,1029.27002
1037,1094.165039,1026.73999,8513000,1072.959961
1077.859985,1082.719971,1010.590027,13192000,1030.050049
1030.01001,1048.51001,1006.289978,8456100,1048.209961
1049.22998,1101.329956,1047.099976,7413300,1098.26001
1100,1110.75,1060.680054,6719300,1066.359985
1074.060059,1088,1061.709961,4809400,1075.660034
1064.890015,1120,1055.219971,8513500,1119.5
1122.329956,1145.738037,1112.150024,8076600,1120.869995
1118.599976,1155.469971,1118.599976,6963600,1152.26001
1143.650024,1186.286011,1143.589966,7232300,1155.47998
